 # shot  :       191486
 # frame :          116
 # time  :    5.1002999999999998     
    2.300000E+00   -1.600000E+00    1.000000E+01
    2.350000E+00   -1.600000E+00    1.000000E+01
    2.400000E+00   -1.600000E+00    1.000000E+01
    2.450000E+00   -1.600000E+00    1.000000E+01
    2.500000E+00   -1.600000E+00    1.000000E+01
    2.550000E+00   -1.600000E+00    1.000000E+01
    2.600000E+00   -1.600000E+00    1.000000E+01
    2.650000E+00   -1.600000E+00    1.000000E+01
    2.700000E+00   -1.600000E+00    1.000000E+01
    2.750000E+00   -1.600000E+00    1.000000E+01
    2.800000E+00   -1.600000E+00    1.000000E+01
    2.850000E+00   -1.600000E+00    1.000000E+01
    2.900000E+00   -1.600000E+00    1.000000E+01
    2.950000E+00   -1.600000E+00    1.000000E+01
    3.000000E+00   -1.600000E+00    1.000000E+01
    3.050000E+00   -1.600000E+00    1.000000E+01
    3.100000E+00   -1.600000E+00    1.000000E+01
    3.150000E+00   -1.600000E+00    1.000000E+01
    3.200000E+00   -1.600000E+00    1.000000E+01
    3.250000E+00   -1.600000E+00    1.000000E+01
    3.300000E+00   -1.600000E+00    1.000000E+01
    3.350000E+00   -1.600000E+00    1.000000E+01
    3.400000E+00   -1.600000E+00    1.000000E+01
    3.450000E+00   -1.600000E+00    1.000000E+01
    3.500000E+00   -1.600000E+00   -1.000000E+01
    3.550000E+00   -1.600000E+00    1.000000E+01
    3.600000E+00   -1.600000E+00    1.000000E+01
    3.650000E+00   -1.600000E+00   -1.000000E+01
    3.700000E+00   -1.600000E+00   -1.000000E+01
    3.750000E+00   -1.600000E+00   -1.000000E+01
    3.800000E+00   -1.600000E+00   -1.000000E+01
    3.850000E+00   -1.600000E+00   -1.000000E+01
    3.900000E+00   -1.600000E+00   -1.000000E+01
    3.950000E+00   -1.600000E+00   -1.000000E+01
    4.000000E+00   -1.600000E+00   -1.000000E+01
    4.050000E+00   -1.600000E+00   -1.000000E+01
    4.100000E+00   -1.600000E+00   -1.000000E+01
    4.150000E+00   -1.600000E+00   -1.000000E+01
    4.200000E+00   -1.600000E+00   -1.000000E+01
    4.250000E+00   -1.600000E+00   -1.000000E+01
    4.300000E+00   -1.600000E+00   -1.000000E+01
    4.350000E+00   -1.600000E+00   -1.000000E+01
    4.400000E+00   -1.600000E+00   -1.000000E+01
    4.450000E+00   -1.600000E+00   -1.000000E+01
